emp_id,name,department,salary,join_date,status,effective_start_date,effective_end_date,is_current
151,Emp_151,HR,73963,2020-03-08,ACTIVE,day_3,day_4,false
124,Emp_124,HR,100259,2022-07-06,ACTIVE,day_3,day_4,false
152,Emp_152,MARKETING,97272,2020-03-31,ACTIVE,day_3,day_4,false
130,Emp_130,MARKETING,90935,2021-09-24,ACTIVE,day_3,,true
125,Emp_125,MARKETING,49278,2022-03-29,ACTIVE,day_3,day_5,false
208,Emp_208,FINANCE,61268,2026-04-19,ACTIVE,day_3,day_5,false
210,Emp_210,HR,73104,2026-04-19,ACTIVE,day_3,day_5,false
169,Emp_169,FINANCE,101256,2022-09-24,ACTIVE,day_3,,true
202,Emp_202,HR,63760,2026-04-19,ACTIVE,day_3,,true
111,Emp_111,HR,69834,2020-07-05,ACTIVE,day_3,day_5,false
141,Emp_141,MARKETING,86051,2021-01-13,ACTIVE,day_3,day_5,false
153,Emp_153,SALES,83668,2021-10-16,RESIGNED,day_3,,true
156,Emp_156,HR,56877,2020-07-23,ACTIVE,day_3,day_5,false
164,Emp_164,FINANCE,99216,2020-07-02,ACTIVE,day_3,,true
110,Emp_110,IT,51075,2021-12-29,RESIGNED,day_3,day_5,false
161,Emp_161,IT,38191,2020-06-06,ACTIVE,day_3,,true
133,Emp_133,IT,55578,2021-08-20,ACTIVE,day_3,day_5,false
188,Emp_188,FINANCE,50337,2020-08-11,ACTIVE,day_3,day_5,false
122,Emp_122,SALES,85835,2020-06-08,ACTIVE,day_3,,true
120,Emp_120,IT,36278,2021-02-18,ACTIVE,day_3,,true
167,Emp_167,IT,77416,2021-08-18,RESIGNED,day_3,,true
126,Emp_126,MARKETING,94727,2020-12-12,ACTIVE,day_3,day_4,false
206,Emp_206,HR,37646,2026-04-19,ACTIVE,day_3,day_5,false
189,Emp_189,MARKETING,95979,2020-08-14,ACTIVE,day_3,day_4,false
195,Emp_195,FINANCE,51973,2022-04-16,RESIGNED,day_3,,true
121,Emp_121,IT,49055,2022-08-28,ACTIVE,day_3,day_4,false
179,Emp_179,IT,104958,2020-07-17,ACTIVE,day_3,day_4,false
209,Emp_209,HR,75338,2026-04-19,ACTIVE,day_3,day_4,false
172,Emp_172,FINANCE,58649,2021-08-18,ACTIVE,day_3,day_5,false
207,Emp_207,IT,41254,2026-04-19,ACTIVE,day_3,day_4,false
206,Emp_206,HR,45324,2026-04-19,ACTIVE,day_5,,true
125,Emp_125,MARKETING,51662,2022-03-29,ACTIVE,day_5,,true
121,Emp_121,SALES,58326,2022-08-28,ACTIVE,day_5,,true
192,Emp_192,SALES,58108,2020-04-29,ACTIVE,day_5,,true
210,Emp_210,SALES,73104,2026-04-19,ACTIVE,day_5,,true
194,Emp_194,HR,79743,2021-12-08,ACTIVE,day_5,,true
200,Emp_200,HR,59697,2020-11-10,ACTIVE,day_5,,true
159,Emp_159,SALES,69834,2021-05-20,ACTIVE,day_5,,true
117,Emp_117,MARKETING,75068,2020-05-31,ACTIVE,day_5,,true
115,Emp_115,HR,78453,2020-07-07,ACTIVE,day_5,,true
214,Emp_214,IT,79651,2026-04-19,ACTIVE,day_5,,true
135,Emp_135,IT,55652,2020-01-24,ACTIVE,day_5,,true
144,Emp_144,MARKETING,88402,2022-06-14,ACTIVE,day_5,,true
173,Emp_173,IT,73277,2020-11-23,ACTIVE,day_5,,true
216,Emp_216,HR,31967,2026-04-19,ACTIVE,day_5,,true
191,Emp_191,IT,52184,2021-03-03,ACTIVE,day_5,,true
183,Emp_183,FINANCE,49701,2021-07-01,ACTIVE,day_5,,true
140,Emp_140,FINANCE,77325,2021-02-11,ACTIVE,day_5,,true
111,Emp_111,HR,77945,2020-07-05,ACTIVE,day_5,,true
160,Emp_160,MARKETING,96069,2020-08-17,RESIGNED,day_5,,true
198,Emp_198,MARKETING,39904,2022-02-01,ACTIVE,day_5,,true
145,Emp_145,MARKETING,70263,2020-08-08,ACTIVE,day_5,,true
185,Emp_185,FINANCE,31690,2020-05-20,ACTIVE,day_5,,true
133,Emp_133,IT,59190,2021-08-20,ACTIVE,day_5,,true
172,Emp_172,FINANCE,68057,2021-08-18,ACTIVE,day_5,,true
187,Emp_187,SALES,86469,2020-12-14,RESIGNED,day_5,,true
114,Emp_114,SALES,55794,2021-03-27,ACTIVE,day_5,,true
134,Emp_134,HR,63813,2022-03-11,ACTIVE,day_5,,true
186,Emp_186,IT,70049,2021-01-16,ACTIVE,day_5,,true
220,Emp_220,FINANCE,68383,2026-04-19,ACTIVE,day_5,,true
141,Emp_141,MARKETING,88934,2021-01-13,ACTIVE,day_5,,true
113,Emp_113,IT,49450,2020-02-12,ACTIVE,day_5,,true
131,Emp_131,HR,96102,2020-12-31,ACTIVE,day_5,,true
208,Emp_208,FINANCE,65226,2026-04-19,ACTIVE,day_5,,true
197,Emp_197,MARKETING,60812,2021-12-27,ACTIVE,day_5,,true
180,Emp_180,IT,46940,2021-09-05,ACTIVE,day_5,,true
188,Emp_188,FINANCE,56491,2020-08-11,ACTIVE,day_5,,true
155,Emp_155,MARKETING,98399,2021-12-28,RESIGNED,day_5,,true
217,Emp_217,FINANCE,37549,2026-04-19,ACTIVE,day_5,,true
219,Emp_219,HR,42740,2026-04-19,ACTIVE,day_5,,true
168,Emp_168,SALES,90040,2022-06-08,ACTIVE,day_5,,true
177,Emp_177,IT,44914,2020-10-23,RESIGNED,day_5,,true
211,Emp_211,FINANCE,71936,2026-04-19,ACTIVE,day_5,,true
218,Emp_218,IT,49043,2026-04-19,ACTIVE,day_5,,true
212,Emp_212,IT,51377,2026-04-19,ACTIVE,day_5,,true
156,Emp_156,HR,56877,2020-07-23,RESIGNED,day_5,,true
174,Emp_174,FINANCE,53489,2020-12-31,ACTIVE,day_5,,true
207,Emp_207,IT,54868,2026-04-19,ACTIVE,day_5,,true
154,Emp_154,FINANCE,90172,2020-06-28,ACTIVE,day_5,,true
118,Emp_118,MARKETING,88776,2021-07-06,RESIGNED,day_5,,true
199,Emp_199,SALES,59144,2020-05-11,ACTIVE,day_5,,true
99,Emp_99,HR,109412,2021-10-22,ACTIVE,day_5,,true
30,Emp_30,SALES,100654,2020-02-25,ACTIVE,day_5,,true
101,Emp_101,FINANCE,84903,2021-05-12,ACTIVE,day_5,,true
76,Emp_76,HR,53907,2020-12-08,ACTIVE,day_5,,true
24,Emp_24,MARKETING,83299,2021-03-05,ACTIVE,day_5,,true
72,Emp_72,FINANCE,84978,2021-04-21,ACTIVE,day_5,,true
48,Emp_48,HR,104430,2021-08-16,ACTIVE,day_5,,true
88,Emp_88,SALES,44450,2020-03-23,ACTIVE,day_5,,true
21,Emp_21,SALES,97914,2021-06-11,ACTIVE,day_5,,true
49,Emp_49,HR,58333,2022-07-24,ACTIVE,day_5,,true
10,Emp_10,SALES,102465,2020-08-12,ACTIVE,day_5,,true
40,Emp_40,IT,75033,2020-08-13,ACTIVE,day_5,,true
51,Emp_51,MARKETING,43663,2021-04-26,ACTIVE,day_5,,true
32,Emp_32,HR,98198,2020-07-01,ACTIVE,day_5,,true
27,Emp_27,HR,61079,2022-01-25,ACTIVE,day_5,,true
38,Emp_38,HR,59539,2022-05-22,RESIGNED,day_5,,true
23,Emp_23,IT,96024,2021-08-29,RESIGNED,day_5,,true
107,Emp_107,MARKETING,72351,2022-02-27,ACTIVE,day_5,,true
69,Emp_69,IT,81939,2022-01-23,ACTIVE,day_5,,true
71,Emp_71,FINANCE,43758,2020-04-23,ACTIVE,day_5,,true
34,Emp_34,SALES,55448,2021-10-09,ACTIVE,day_5,,true
65,Emp_65,HR,47321,2021-01-29,ACTIVE,day_5,,true
8,Emp_8,HR,89874,2020-04-30,ACTIVE,day_5,,true
52,Emp_52,SALES,42744,2021-03-11,ACTIVE,day_5,,true
54,Emp_54,IT,95705,2021-05-22,ACTIVE,day_5,,true
75,Emp_75,FINANCE,38782,2021-07-28,RESIGNED,day_5,,true
64,Emp_64,IT,95990,2021-12-21,ACTIVE,day_5,,true
90,Emp_90,IT,53208,2020-06-17,ACTIVE,day_5,,true
96,Emp_96,FINANCE,93154,2021-03-30,ACTIVE,day_5,,true
74,Emp_74,HR,52972,2021-10-25,ACTIVE,day_5,,true
109,Emp_109,FINANCE,109271,2022-09-06,ACTIVE,day_5,,true
70,Emp_70,SALES,104106,2022-08-26,ACTIVE,day_5,,true
7,Emp_7,HR,30599,2021-07-25,ACTIVE,day_5,,true
104,Emp_104,MARKETING,49353,2022-07-08,ACTIVE,day_5,,true
53,Emp_53,SALES,92497,2021-05-05,ACTIVE,day_5,,true
110,Emp_110,IT,53610,2021-12-29,RESIGNED,day_5,,true
5,Emp_5,HR,109476,2021-09-18,ACTIVE,day_5,,true
56,Emp_56,IT,89857,2022-08-30,RESIGNED,day_5,,true
22,Emp_22,IT,47198,2022-07-05,ACTIVE,day_5,,true
67,Emp_67,IT,100557,2022-02-09,ACTIVE,day_5,,true
78,Emp_78,SALES,72636,2022-02-10,ACTIVE,day_5,,true
42,Emp_42,MARKETING,63222,2021-08-14,RESIGNED,day_5,,true
37,Emp_37,SALES,45824,2020-10-14,ACTIVE,day_5,,true
80,Emp_80,IT,96003,2021-11-27,RESIGNED,day_5,,true
82,Emp_82,HR,90809,2020-12-19,ACTIVE,day_5,,true
46,Emp_46,MARKETING,69121,2020-01-15,ACTIVE,day_5,,true
94,Emp_94,IT,82891,2021-03-02,ACTIVE,day_5,,true
100,Emp_100,HR,83961,2021-08-15,ACTIVE,day_5,,true
58,Emp_58,HR,61334,2021-10-25,ACTIVE,day_5,,true
77,Emp_77,IT,44884,2021-10-26,ACTIVE,day_5,,true
41,Emp_41,SALES,56708,2022-03-19,ACTIVE,day_5,,true
9,Emp_9,MARKETING,52440,2021-09-25,RESIGNED,day_5,,true
15,Emp_15,IT,63465,2021-10-22,ACTIVE,day_5,,true
1,Emp_1,FINANCE,54780,2020-07-30,ACTIVE,day_5,,true
73,Emp_73,SALES,35357,2021-01-09,ACTIVE,day_5,,true
105,Emp_105,MARKETING,65263,2022-03-19,ACTIVE,day_5,,true
212,Emp_212,IT,42610,2026-04-19,ACTIVE,day_4,day_5,false
215,Emp_215,IT,67371,2026-04-19,ACTIVE,day_4,,true
127,Emp_127,IT,99044,2022-07-10,ACTIVE,day_4,,true
126,Emp_126,SALES,94727,2020-12-12,ACTIVE,day_4,,true
190,Emp_190,FINANCE,98898,2022-05-16,RESIGNED,day_4,,true
124,Emp_124,IT,100259,2022-07-06,ACTIVE,day_4,,true
151,Emp_151,MARKETING,73963,2020-03-08,ACTIVE,day_4,,true
116,Emp_116,FINANCE,34546,2021-11-12,RESIGNED,day_4,,true
179,Emp_179,MARKETING,104958,2020-07-17,ACTIVE,day_4,,true
118,Emp_118,MARKETING,88776,2021-07-06,ACTIVE,day_4,day_5,false
175,Emp_175,HR,36932,2020-10-06,RESIGNED,day_4,,true
171,Emp_171,SALES,38270,2022-05-15,ACTIVE,day_4,,true
114,Emp_114,SALES,46577,2021-03-27,ACTIVE,day_4,day_5,false
128,Emp_128,HR,58039,2021-11-25,ACTIVE,day_4,,true
152,Emp_152,MARKETING,106012,2020-03-31,ACTIVE,day_4,,true
194,Emp_194,MARKETING,79743,2021-12-08,ACTIVE,day_4,day_5,false
180,Emp_180,IT,42387,2021-09-05,ACTIVE,day_4,day_5,false
213,Emp_213,FINANCE,65509,2026-04-19,ACTIVE,day_4,,true
211,Emp_211,FINANCE,66657,2026-04-19,ACTIVE,day_4,day_5,false
150,Emp_150,HR,77591,2021-05-01,RESIGNED,day_4,,true
191,Emp_191,IT,44937,2021-03-03,ACTIVE,day_4,day_5,false
146,Emp_146,SALES,89343,2022-04-02,ACTIVE,day_4,,true
181,Emp_181,HR,75248,2022-06-12,ACTIVE,day_4,,true
112,Emp_112,HR,63010,2020-06-14,ACTIVE,day_4,,true
176,Emp_176,SALES,94719,2021-10-13,ACTIVE,day_4,,true
119,Emp_119,HR,107681,2020-11-04,ACTIVE,day_4,,true
134,Emp_134,HR,59116,2022-03-11,ACTIVE,day_4,day_5,false
177,Emp_177,IT,36385,2020-10-23,RESIGNED,day_4,day_5,false
109,Emp_109,FINANCE,101866,2022-09-06,ACTIVE,day_4,day_5,false
214,Emp_214,FINANCE,79651,2026-04-19,ACTIVE,day_4,day_5,false
197,Emp_197,FINANCE,60812,2021-12-27,ACTIVE,day_4,day_5,false
139,Emp_139,IT,97050,2022-08-24,ACTIVE,day_4,,true
187,Emp_187,SALES,84000,2020-12-14,RESIGNED,day_4,day_5,false
148,Emp_148,SALES,92140,2020-05-22,ACTIVE,day_4,,true
155,Emp_155,MARKETING,98399,2021-12-28,ACTIVE,day_4,day_5,false
207,Emp_207,IT,49047,2026-04-19,ACTIVE,day_4,day_5,false
201,Emp_201,IT,69494,2026-04-19,ACTIVE,day_4,,true
145,Emp_145,MARKETING,60534,2020-08-08,ACTIVE,day_4,day_5,false
170,Emp_170,HR,85059,2021-06-08,RESIGNED,day_4,,true
117,Emp_117,IT,75068,2020-05-31,ACTIVE,day_4,day_5,false
174,Emp_174,SALES,53489,2020-12-31,ACTIVE,day_4,day_5,false
121,Emp_121,IT,58326,2022-08-28,ACTIVE,day_4,day_5,false
209,Emp_209,MARKETING,75338,2026-04-19,ACTIVE,day_4,,true
186,Emp_186,SALES,70049,2021-01-16,ACTIVE,day_4,day_5,false
135,Emp_135,SALES,55652,2020-01-24,ACTIVE,day_4,day_5,false
184,Emp_184,SALES,76088,2022-04-23,ACTIVE,day_4,,true
138,Emp_138,FINANCE,94286,2020-11-21,ACTIVE,day_4,,true
189,Emp_189,MARKETING,99478,2020-08-14,ACTIVE,day_4,,true
198,Emp_198,FINANCE,39904,2022-02-01,ACTIVE,day_4,day_5,false
37,Emp_37,SALES,41862,2020-10-14,ACTIVE,day_4,day_5,false
86,Emp_86,FINANCE,96541,2021-09-27,ACTIVE,day_4,,true
17,Emp_17,SALES,81179,2020-12-08,ACTIVE,day_4,,true
42,Emp_42,MARKETING,63222,2021-08-14,ACTIVE,day_4,day_5,false
3,Emp_3,IT,93010,2020-09-01,ACTIVE,day_4,,true
28,Emp_28,IT,56208,2021-01-19,ACTIVE,day_4,,true
18,Emp_18,IT,97446,2020-02-14,ACTIVE,day_4,,true
13,Emp_13,HR,108863,2021-05-24,ACTIVE,day_4,,true
22,Emp_22,IT,43702,2022-07-05,ACTIVE,day_4,day_5,false
38,Emp_38,HR,53501,2022-05-22,RESIGNED,day_4,day_5,false
82,Emp_82,HR,85425,2020-12-19,ACTIVE,day_4,day_5,false
83,Emp_83,SALES,93730,2021-05-28,ACTIVE,day_4,,true
47,Emp_47,SALES,62329,2020-09-10,ACTIVE,day_4,,true
67,Emp_67,FINANCE,100557,2022-02-09,ACTIVE,day_4,day_5,false
39,Emp_39,HR,90106,2021-03-04,ACTIVE,day_4,,true
95,Emp_95,FINANCE,47305,2021-04-30,ACTIVE,day_4,,true
79,Emp_79,HR,79163,2020-12-27,ACTIVE,day_4,,true
60,Emp_60,HR,51207,2021-12-21,ACTIVE,day_4,,true
81,Emp_81,SALES,75787,2020-02-25,ACTIVE,day_4,,true
107,Emp_107,FINANCE,72351,2022-02-27,ACTIVE,day_4,day_5,false
35,Emp_35,SALES,65349,2020-07-26,ACTIVE,day_4,,true
61,Emp_61,SALES,41981,2022-09-26,ACTIVE,day_4,,true
97,Emp_97,MARKETING,80306,2020-07-12,ACTIVE,day_4,,true
14,Emp_14,SALES,59980,2021-11-17,ACTIVE,day_4,,true
88,Emp_88,MARKETING,44450,2020-03-23,ACTIVE,day_4,day_5,false
8,Emp_8,HR,81078,2020-04-30,ACTIVE,day_4,day_5,false
20,Emp_20,MARKETING,58391,2020-06-10,RESIGNED,day_4,,true
41,Emp_41,FINANCE,56708,2022-03-19,ACTIVE,day_4,day_5,false
52,Emp_52,SALES,37686,2021-03-11,ACTIVE,day_4,day_5,false
89,Emp_89,SALES,65184,2020-10-22,ACTIVE,day_4,,true
102,Emp_102,IT,99489,2022-05-12,ACTIVE,day_4,,true
99,Emp_99,HR,106675,2021-10-22,ACTIVE,day_4,day_5,false
12,Emp_12,IT,60960,2020-04-25,ACTIVE,day_4,,true
49,Emp_49,HR,53838,2022-07-24,ACTIVE,day_4,day_5,false
11,Emp_11,FINANCE,64599,2020-10-10,ACTIVE,day_4,,true
2,Emp_2,SALES,65513,2021-06-19,ACTIVE,day_4,,true
64,Emp_64,SALES,95990,2021-12-21,ACTIVE,day_4,day_5,false
6,Emp_6,IT,72394,2020-12-22,ACTIVE,day_4,,true
94,Emp_94,IT,77250,2021-03-02,ACTIVE,day_4,day_5,false
15,Emp_15,IT,58066,2021-10-22,ACTIVE,day_4,day_5,false
16,Emp_16,FINANCE,67363,2020-08-02,RESIGNED,day_4,,true
70,Emp_70,HR,104106,2022-08-26,ACTIVE,day_4,day_5,false
4,Emp_4,HR,44173,2021-09-02,ACTIVE,day_4,,true
92,Emp_92,HR,103892,2020-06-03,ACTIVE,day_4,,true
48,Emp_48,HR,96180,2021-08-16,ACTIVE,day_4,day_5,false
56,Emp_56,IT,89857,2022-08-30,ACTIVE,day_4,day_5,false
66,Emp_66,MARKETING,102576,2020-02-03,ACTIVE,day_4,,true
59,Emp_59,FINANCE,34330,2021-05-06,ACTIVE,day_4,,true
68,Emp_68,FINANCE,57151,2022-03-17,ACTIVE,day_4,,true
45,Emp_45,SALES,94752,2022-05-07,ACTIVE,day_4,,true
23,Emp_23,HR,96024,2021-08-29,RESIGNED,day_4,day_5,false
10,Emp_10,HR,102465,2020-08-12,ACTIVE,day_4,day_5,false
